15;;;;;;;;;;;;;;
0.2;;;;;;;;;;;;;;
0.84;;;;;;;;;;;;;;
3;;;;;;;;;;;;;;
0;10.57573254;28.83196105;13.22999345;14.31388352;25.97145513;18.91263472;22.88933948;30.59097809;25.97780848;29.07588362;30.75574135;32.1737475;31.4514852;33.8435677
10.57573254;0;20.80293516;20.74336877;15.83018041;23.63343206;25.94304223;24.94609663;29.22033016;32.07836456;33.16775308;32.20409456;40.27642847;35.9330641;36.73412714
28.83196105;20.80293516;0;31.22379438;21.08036624;15.49424782;33.75425937;24.54177375;20.09073883;36.37452966;33.31600406;27.56423717;47.15586562;36.09690051;33.57980227
13.22999345;20.74336877;31.22379438;0;10.2444013;21.41598616;5.683059285;13.70078517;23.91561514;12.83661865;16.9201004;20.8743147;19.55120745;18.90833086;22.33310307
14.31388352;15.83018041;21.08036624;10.2444013;0;12.32211831;12.95669873;9.253772759;16.3716697;17.32190049;17.39169202;16.90933578;27.15035751;20.20688777;20.97445027
25.97145513;23.63343206;15.49424782;21.41598616;12.32211831;0;21.67671346;10.16254704;5.781488135;22.23015365;18.13049352;12.10156582;33.24276943;20.80435197;18.09577162
18.91263472;25.94304223;33.75425937;5.683059285;12.95669873;21.67671346;0;12.19663684;22.79015957;7.26815006;12.33630773;17.92622813;14.50967388;13.87142143;18.06359547
22.88933948;24.94609663;24.54177375;13.70078517;9.253772759;10.16254704;12.19663684;0;10.60555185;12.10100997;9.152732918;7.867101866;23.10313368;12.05615691;11.79106027
30.59097809;29.22033016;20.09073883;23.91561514;16.3716697;5.781488135;22.79015957;10.60555185;0;21.44012851;15.94298226;8.333245903;32.22338065;18.17833329;14.21142631
25.97780848;32.07836456;36.37452966;12.83661865;17.32190049;22.23015365;7.26815006;12.10100997;21.44012851;0;6.83956125;14.48194231;11.0131042;7.256731795;12.4660886
29.07588362;33.16775308;33.31600406;16.9201004;17.39169202;18.13049352;12.33630773;9.152732918;15.94298226;6.83956125;0;8.112036844;16.56660011;2.907723692;5.799412105
30.75574135;32.20409456;27.56423717;20.8743147;16.90933578;12.10156582;17.92622813;7.867101866;8.333245903;14.48194231;8.112036844;0;24.67807157;9.984359228;6.034309379
32.1737475;40.27642847;47.15586562;19.55120745;27.15035751;33.24276943;14.50967388;23.10313368;32.22338065;11.0131042;16.56660011;24.67807157;0;15.23657776;20.94850887
31.4514852;35.9330641;36.09690051;18.90833086;20.20688777;20.80435197;13.87142143;12.05615691;18.17833329;7.256731795;2.907723692;9.984359228;15.23657776;0;5.759500216
33.8435677;36.73412714;33.57980227;22.33310307;20.97445027;18.09577162;18.06359547;11.79106027;14.21142631;12.4660886;5.799412105;6.034309379;20.94850887;5.759500216;0
38.5316;34.41705;13.33368;25.18954;23.50595;7.93261;10.20899;11.27922;7.342;19.39924;27.62041;9.67582;9.55021;10.1979;7.29503
21.16207;21.15109;13.70022;14.38051;17.72211;7.709;6.94306;11.56993;6.83922;12.88523;20.32394;8.87821;6.51703;7.36332;6.43274
7.65736;11.26536;15.39822;6.14252;14.38222;8.38323;4.84363;12.94718;7.22911;8.5438;15.84378;9.2543;4.57856;5.80493;6.55747
20.32923;18.5685;8.25635;14.94551;13.07294;5.48089;9.57939;6.96772;5.42692;18.20982;23.97859;7.3515;8.96091;8.84128;5.54303
30.77639;33.19316;26.39814;21.08293;30.88233;14.15403;10.72272;22.0549;12.17539;20.64483;34.94332;15.85262;9.97808;11.97129;11.26494
4.87278;6.40735;7.77483;4.1484;7.39157;6.10535;3.7418;6.74479;6.59477;6.41462;17.48231;9.22999;3.53488;5.8737;6.54629
6.57852;6.98461;5.6796;9.21272;6.31506;5.04693;13.92857;4.95806;5.74348;27.02854;32.86926;8.14108;12.98485;12.08133;6.37916
7.81855;11.72281;16.04554;6.17716;14.77378;8.81863;4.89203;13.33927;7.74271;8.87198;18.27787;10.1282;4.58829;6.1798;7.00921
5.1022;6.17876;6.56097;4.50463;6.44338;7.26726;4.37628;5.94304;8.9231;7.73466;26.34605;13.09559;4.12657;8.31179;9.28559
16.94552;17.99649;13.88617;24.78122;16.18364;12.53781;38.50743;12.24382;14.48065;76.80254;93.10204;21.0031;35.77946;33.5936;16.81676
45.14711;49.30193;40.53554;42.45598;47.00325;40.84009;44.03318;37.12968;49.361;87.96365;139.93193;72.67929;40.83771;86.17201;58.53076
16.04532;18.76888;18.15841;14.45884;19.2458;25.44931;14.20162;17.60019;33.42518;27.37827;105.24293;50.30087;13.24553;32.1243;36.32667
5.13151;5.38406;4.41711;7.03411;4.87295;3.9857;10.44835;3.87997;4.50197;19.91545;24.0766;6.30947;9.77466;9.05923;4.92567
9.43508;10.48902;9.15686;10.58546;9.96179;10.44064;13.53586;8.38501;12.98696;26.32519;57.24429;19.22593;12.61925;40.57823;18.53932
8.12035;9.48238;9.16097;7.37713;9.47693;12.44676;7.43342;8.70117;16.1971;13.9499;51.53997;24.29748;6.94194;17.35088;17.78054
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
